colonna_a,colonna_b,via,zona,numeri,citta,nome_completo
"VIA","","SPEDALETTO","4 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  SPEDALETTO"
"VIA DELLA","DELLA","SPERANZA","9 - A","TUTTI","SAN MINIATO","VIA DELLA SPERANZA"
"VIA DELLA","DELLA","SPIRA","8 - A","TUTTI","SAN MINIATO","VIA DELLA SPIRA"
"VIA","","STACCIAI","17 - A","TUTTI","SANTA MARIA A MONTE","VIA  STACCIAI"
"VIA DELLO","DELLO","STADIO","4 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA DELLO STADIO"
"PIAZZA DELLA","DELLA","STAZIONE","11 - A","TUTTI","SAN MINIATO","PIAZZA DELLA STAZIONE"
"VIA","","STIBBIO","9 - B","TUTTI","SAN MINIATO","VIA  STIBBIO"
"VIA DELLA","DELLA","STIRA","2 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA DELLA STIRA"
"VIA","","STRETTA","4 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  STRETTA"
"VIA","","STRINATE","4 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  STRINATE"
"VIA","","STURZO DON LUIGI","7 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA  STURZO DON LUIGI"
"VIA","","SUSINI","20 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  SUSINI"
"VIA","","TABELLATA","6 - A","TUTTI","CASTELFRANCO DI SOTTO","VIA  TABELLATA"
"VIA","","TACCIONE","16 - A","TUTTI","SANTA MARIA A MONTE","VIA  TACCIONE"
"VIA DELLE","DELLE","TAMERICI","10 - B","TUTTI","SAN MINIATO","VIA DELLE TAMERICI"
"VIA","","TASSO TORQUATO","6 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA  TASSO TORQUATO"
"VIA","","TASSO TORQUATO","12 - A","TUTTI","SAN MINIATO","VIA  TASSO TORQUATO"
"VIA","","TASSO TORQUATO","2 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  TASSO TORQUATO"
"VIA DEI","DEI","TAVI","6 - A","TUTTI","CASTELFRANCO DI SOTTO","VIA DEI TAVI"
"VIA","","TAVOLAIA","16 - B","TUTTI","SANTA MARIA A MONTE","VIA  TAVOLAIA"
"VIA","","TEANO","11 - A","TUTTI","SAN MINIATO","VIA  TEANO"
"VIA DEL","DEL","TEATRO","13 - A","TUTTI","SAN MINIATO","VIA DEL TEATRO"
"VIA DELLA","DELLA","TECNICA","8 - A","TUTTI","SAN MINIATO","VIA DELLA TECNICA"
"VIA DELLA","DELLA","TECNOLOGIA","21","TUTTI","CASTELFRANCO DI SOTTO","VIA DELLA TECNOLOGIA"
"VIA","","TERRACINI UMBERTO","8 - A","TUTTI","SAN MINIATO","VIA  TERRACINI UMBERTO"
"VIA","","TESSITORI ALFREDO","6 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA  TESSITORI ALFREDO"
"VIA DEL","DEL","TIGLIO","6 - A","TUTTI","CASTELFRANCO DI SOTTO","VIA DEL TIGLIO"
"VIA","","TIZIANO","2 - B","TUTTI","SANTA CROCE SULL'ARNO","VIA  TIZIANO"
"VIA","","TOBAGI WALTER","6 - A","TUTTI","CASTELFRANCO DI SOTTO","VIA  TOBAGI WALTER"
"VIA","","TOGLIATTI PALMIRO","7 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA  TOGLIATTI PALMIRO"
"VIA DEL","DEL","TONDINO","19 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA DEL TONDINO"
"VIA","","TONIOLO GIUSEPPE","9 - A","TUTTI","SAN MINIATO","VIA  TONIOLO GIUSEPPE"
"VIA","","TONSANA","16 - B","TUTTI","SANTA MARIA A MONTE","VIA  TONSANA"
"VIA","","TORINO","19 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  TORINO"
"VIA","","TORINO","13 - B","TUTTI","SAN MINIATO","VIA  TORINO"
"LARGO","","TORINO","4 - A","TUTTI","SANTA CROCE SULL'ARNO","LARGO  TORINO"
"VIA","","TORRE","15 - A","TUTTI","SANTA MARIA A MONTE","VIA  TORRE"
"VIA DELLA","DELLA","TORRETTA","20 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA DELLA TORRETTA"
"VIA","","TORRIGIANA","15 - A","TUTTI","SANTA MARIA A MONTE","VIA  TORRIGIANA"
"VIA","","TORTA","12 - A","TUTTI","SAN MINIATO","VIA  TORTA"
"VIA","","TOSCANA","18 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  TOSCANA"
"VIA","","TOSCANA","3 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  TOSCANA"
"VIA","","TOSCANINI ARTURO","8 - A","TUTTI","SAN MINIATO","VIA  TOSCANINI ARTURO"
"VIA","","TOSCO ROMAGNOLA EST","19 - B","1","MONTOPOLI IN VAL D'ARNO","VIA  TOSCO ROMAGNOLA EST"
"VIA","","TOSCO ROMAGNOLA EST","18 - A","DAL 231 AL 261E DAL 58 AL 156","MONTOPOLI IN VAL D'ARNO","VIA  TOSCO ROMAGNOLA EST"
"VIA","","TOSCO ROMAGNOLA EST","19 - B","DAL 2 AL 56","MONTOPOLI IN VAL D'ARNO","VIA  TOSCO ROMAGNOLA EST"
"VIA","","TOSCO ROMAGNOLA EST","10 - B","DAL 1 AL 229","SAN MINIATO","VIA  TOSCO ROMAGNOLA EST"
"VIA","","TOSCO ROMAGNOLA EST","11 - A","DAL 235 AL 503","SAN MINIATO","VIA  TOSCO ROMAGNOLA EST"
"VIA","","TOSCO ROMAGNOLA EST","12 - A","DAL 507 AL 839","SAN MINIATO","VIA  TOSCO ROMAGNOLA EST"
"VIA","","TOSCO ROMAGNOLA EST","13 - A","DAL 841 AL 1099","SAN MINIATO","VIA  TOSCO ROMAGNOLA EST"
"VIA","","TOSCO ROMAGNOLA EST","10 - B","DAL 2 AL 212","SAN MINIATO","VIA  TOSCO ROMAGNOLA EST"
"VIA","","TOSCO ROMAGNOLA EST","11 - B","224; 392","SAN MINIATO","VIA  TOSCO ROMAGNOLA EST"
"VIA","","TOSCO ROMAGNOLA EST","11 - A","396","SAN MINIATO","VIA  TOSCO ROMAGNOLA EST"
"VIA","","TOSCO ROMAGNOLA EST","11 - B","398; 428","SAN MINIATO","VIA  TOSCO ROMAGNOLA EST"
"VIA","","TOSCO ROMAGNOLA EST","11 - A","430; 436","SAN MINIATO","VIA  TOSCO ROMAGNOLA EST"
"VIA","","TOSCO ROMAGNOLA EST","11 - B","438; 444","SAN MINIATO","VIA  TOSCO ROMAGNOLA EST"
"VIA","","TOSCO ROMAGNOLA EST","12 - A","450; 870","SAN MINIATO","VIA  TOSCO ROMAGNOLA EST"
"VIA","","TOSCO ROMAGNOLA EST","13 - B","872; 938","SAN MINIATO","VIA  TOSCO ROMAGNOLA EST"
"VIA","","TOSCO ROMAGNOLA EST","13 - A","954; 1166","SAN MINIATO","VIA  TOSCO ROMAGNOLA EST"
"VIA","","TOSCO ROMAGNOLA OVEST","20 - B","DAL 13 AL 171 E DAL 2 AL 146","MONTOPOLI IN VAL D'ARNO","VIA  TOSCO ROMAGNOLA OVEST"
"VIA","","TOSCO ROMAGNOLA OVEST","9 - B","DAL 3 AL 129 E DAL 16 AL 256","SAN MINIATO","VIA  TOSCO ROMAGNOLA OVEST"
"VIA","","TRAMONTANO","4 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  TRAMONTANO"
"VIA DEI","DEI","TRASPORTATORI","21","TUTTI","SANTA CROCE SULL'ARNO","VIA DEI TRASPORTATORI"
"VIA DEL","DEL","TREBBIO","3 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA DEL TREBBIO"
"VIA DEL","DEL","TREBBIO NORD","3 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA DEL TREBBIO NORD"
"VIA","","TRENTINO","18 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  TRENTINO"
"VIA","","TRENTO","19 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  TRENTO"
"VIA","","TRENTO","13 - B","TUTTI","SAN MINIATO","VIA  TRENTO"
"PIAZZA","","TRIESTE","20 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","PIAZZA  TRIESTE"
"PIAZZALE","","TRIESTE","13 - B","TUTTI","SAN MINIATO","PIAZZALE  TRIESTE"
"LUNGARNO","","TRIPOLI","1 - B","TUTTI","SANTA CROCE SULL'ARNO","LUNGARNO  TRIPOLI"
"VIA","","TURATI FILIPPO","6 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA  TURATI FILIPPO"
"PIAZZALE","","TURATI FILIPPO","13 - B","TUTTI","SAN MINIATO","PIAZZALE  TURATI FILIPPO"
"VIA","","TURATI FILIPPO","10 - A","TUTTI","SAN MINIATO","VIA  TURATI FILIPPO"
"VIA","","TURATI FILIPPO","3 - B","TUTTI","SANTA CROCE SULL'ARNO","VIA  TURATI FILIPPO"
"VIA","","TURI","1 - B","TUTTI","SANTA CROCE SULL'ARNO","VIA  TURI"
"VIA","","UCCELLO PAOLO","18 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  UCCELLO PAOLO"
"VIA","","ULETTO","20 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  ULETTO"
"VIA","","ULIVETA","19 - A","DAL 1 AL 7 E DAL 2 AL 6","MONTOPOLI IN VAL D'ARNO","VIA  ULIVETA"
"VIA","","ULIVETA","20 - A","DAL 11 AL 21 E DAL 8 AL 18","MONTOPOLI IN VAL D'ARNO","VIA  ULIVETA"
"VIA","","ULIVI","7 - A","DAL 3 AL 257 E DAL 10 AL 222","CASTELFRANCO DI SOTTO","VIA  ULIVI"
"VIA DEGLI","DEGLI","ULIVI","13 - A","TUTTI","SAN MINIATO","VIA DEGLI ULIVI"
"VIA","","UMBRIA","10 - A","TUTTI","SAN MINIATO","VIA  UMBRIA"
"VIA","","UMBRIA","3 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  UMBRIA"
"VIA","","UNDICI FEBBRAIO","1 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  UNDICI FEBBRAIO"
"VIA","","UNGARETTI GIUSEPPE","2 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  UNGARETTI GIUSEPPE"
"PIAZZA DELL'","DELL'","UNITA'","10 - A","TUTTI","SAN MINIATO","PIAZZA DELL' UNITA'"
"VIA","","UNITA' D'ITALIA","19 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  UNITA' D'ITALIA"
"VIA DELL'","DELL'","UNITA' D'ITALIA","3 - B","TUTTI","SANTA CROCE SULL'ARNO","VIA DELL' UNITA' D'ITALIA"
"VIA","","USCIANA","4 - B","DAL 9 AL 143 DAL 16 AL 186","CASTELFRANCO DI SOTTO","VIA  USCIANA"
"VIA","","USCIANA","17 - B","DAL 1 AL 93 E DAL 2 AL 118","SANTA MARIA A MONTE","VIA  USCIANA"
"VIA","","VAGHERA","19 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  VAGHERA"
"VIA","","VAGHERA","9 - B","TUTTI","SAN MINIATO","VIA  VAGHERA"
"VIA","","VAIANO","20 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  VAIANO"
"VIA","","VAL DI FRIGOLI","20 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  VAL DI FRIGOLI"
"VIA","","VALDINIEVOLE","7 - A","TUTTI","CASTELFRANCO DI SOTTO","VIA  VALDINIEVOLE"
"VIA","","VALDINIEVOLE","16 - B","TUTTI","SANTA MARIA A MONTE","VIA  VALDINIEVOLE"
"VIA","","VALLE","15 - A","TUTTI","SANTA MARIA A MONTE","VIA  VALLE"
"VIA","","VALLECCHIA","20 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  VALLECCHIA"
"VIA","","VALLELUNGA","19 - A","DAL 1 AL 9 E DAL 2 AL 8","MONTOPOLI IN VAL D'ARNO","VIA  VALLELUNGA"
"VIA","","VALLELUNGA","18 - A","DAL 10 AL 12","MONTOPOLI IN VAL D'ARNO","VIA  VALLELUNGA"
"VIA","","VALLETTA","18 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  VALLETTA"
"VIA","","VALLINI SPARTACO","3 - B","TUTTI","SANTA CROCE SULL'ARNO","VIA  VALLINI SPARTACO"
"VIA","","VARRAMISTA","20 - B","SNC","MONTOPOLI IN VAL D'ARNO","VIA  VARRAMISTA"
"VIA","","VASARI GIORGIO","2 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  VASARI GIORGIO"
"VIA","","VECCHIA LIVORNESE","4 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  VECCHIA LIVORNESE"
"VIA","","VENEZIA","20 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  VENEZIA"
"VIA","","VENEZIA","13 - B","TUTTI","SAN MINIATO","VIA  VENEZIA"
"PIAZZA","","VENEZIA","17 - A","TUTTI","SANTA MARIA A MONTE","PIAZZA  VENEZIA"
"PIAZZA","","VENTI SETTEMBRE","5 - B","TUTTI TRANNE 7","CASTELFRANCO DI SOTTO","PIAZZA  VENTI SETTEMBRE"
"PIAZZA","","VENTI SETTEMBRE","21","7","CASTELFRANCO DI SOTTO","PIAZZA  VENTI SETTEMBRE"
"PIAZZA","","VENTI SETTEMBRE","12 - B","TUTTI TRANNE 22","SAN MINIATO","PIAZZA  VENTI SETTEMBRE"
"PIAZZA","","VENTI SETTEMBRE","22","22","SAN MINIATO","PIAZZA  VENTI SETTEMBRE"
"VIA","","VENTI SETTEMBRE","2 - B","TUTTI","SANTA CROCE SULL'ARNO","VIA  VENTI SETTEMBRE"
"VIA","","VENTICINQUE APRILE","6 - A","TUTTI","CASTELFRANCO DI SOTTO","VIA  VENTICINQUE APRILE"
"VIA","","VENTICINQUE APRILE","18 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  VENTICINQUE APRILE"
"VIA","","VENTICINQUE APRILE","9 - A","TUTTI","SAN MINIATO","VIA  VENTICINQUE APRILE"
"VIA","","VENTICINQUE APRILE","1 - B","TUTTI","SANTA CROCE SULL'ARNO","VIA  VENTICINQUE APRILE"
"VIA","","VENTICINQUE LUGLIO","3 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  VENTICINQUE LUGLIO"
"VIA","","VENTIQUATTRO MAGGIO","14 - A","TUTTI","SAN MINIATO","VIA  VENTIQUATTRO MAGGIO"
"VIA","","VENTIQUATTRO MAGGIO","17 - A","TUTTI","SANTA MARIA A MONTE","VIA  VENTIQUATTRO MAGGIO"
"VIA","","VERDI GIUSEPPE","5 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA  VERDI GIUSEPPE"
"VIA","","VERDI GIUSEPPE","18 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  VERDI GIUSEPPE"
"VIA","","VERDI GIUSEPPE","8 - A","TUTTI","SAN MINIATO","VIA  VERDI GIUSEPPE"
"VIA","","VERDI GIUSEPPE","1 - B","TUTTI","SANTA CROCE SULL'ARNO","VIA  VERDI GIUSEPPE"
"VIA","","VERGA GIOVANNI","4 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA  VERGA GIOVANNI"
"VIA","","VERGA GIOVANNI","19 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  VERGA GIOVANNI"
"VIA","","VERGA GIOVANNI","12 - A","TUTTI","SAN MINIATO","VIA  VERGA GIOVANNI"
"VIA","","VERGA GIOVANNI","1 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  VERGA GIOVANNI"
"VIA","","VERNE GIULIO","21","TUTTI","SANTA CROCE SULL'ARNO","VIA  VERNE GIULIO"
"VIA","","VESPUCCI AMERIGO","5 - A","TUTTI","CASTELFRANCO DI SOTTO","VIA  VESPUCCI AMERIGO"
"VIA","","VESPUCCI AMERIGO","14 - A","TUTTI","SAN MINIATO","VIA  VESPUCCI AMERIGO"
"VIA","","VESPUCCI AMERIGO","21","TUTTI","SANTA CROCE SULL'ARNO","VIA  VESPUCCI AMERIGO"
"VIA","","VETTORI","1 - B","TUTTI","SANTA CROCE SULL'ARNO","VIA  VETTORI"
"VIALE","","VIGESIMO","5 - A","TUTTI","CASTELFRANCO DI SOTTO","VIALE  VIGESIMO"
"VIA DELLA","DELLA","VIGNA","12 - A","TUTTI","SAN MINIATO","VIA DELLA VIGNA"
"VIA","","VILLARI PASQUALE","12 - A","TUTTI","SAN MINIATO","VIA  VILLARI PASQUALE"
"VIA","","VILLENEUVE LES AVIGNON","10 - B","TUTTI","SAN MINIATO","VIA  VILLENEUVE LES AVIGNON"
"VIA DEL","DEL","VINO","4 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA DEL VINO"
"VIA DELLA","DELLA","VITE","7 - A","TUTTI","CASTELFRANCO DI SOTTO","VIA DELLA VITE"
"VIA","","VITTIME DEL DUOMO","12 - B","TUTTI TRANNE 8","SAN MINIATO","VIA  VITTIME DEL DUOMO"
"VIA","","VITTIME DEL DUOMO","22","8","SAN MINIATO","VIA  VITTIME DEL DUOMO"
"PIAZZA DELLA","DELLA","VITTORIA","17 - A","TUTTI","SANTA MARIA A MONTE","PIAZZA DELLA VITTORIA"
"VIA","","VITTORINI ELIO","6 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA  VITTORINI ELIO"
"VIA","","VITTORINI ELIO","13 - B","TUTTI","SAN MINIATO","VIA  VITTORINI ELIO"
"VIA","","VITTORIO EMANUELE II","5 - A","TUTTI","CASTELFRANCO DI SOTTO","VIA  VITTORIO EMANUELE II"
"PIAZZA","","VITTORIO VENETO","5 - B","TUTTI","CASTELFRANCO DI SOTTO","PIAZZA  VITTORIO VENETO"
"PIAZZA","","VITTORIO VENETO","19 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","PIAZZA  VITTORIO VENETO"
"VIA","","VITTORIO VENETO","13 - B","TUTTI","SAN MINIATO","VIA  VITTORIO VENETO"
"VIA","","VIUCCIOLA","1 - B","TUTTI","SANTA CROCE SULL'ARNO","VIA  VIUCCIOLA"
"VIA","","VIVALDI ANTONIO","6 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA  VIVALDI ANTONIO"
"VIA","","VIVALDI ANTONIO","8 - A","TUTTI","SAN MINIATO","VIA  VIVALDI ANTONIO"
"VIA","","VIVIANI GIUSEPPE","21","TUTTI","SANTA CROCE SULL'ARNO","VIA  VIVIANI GIUSEPPE"
"PIAZZA DEL","DEL","VOLONTARIATO","6 - A","TUTTI","CASTELFRANCO DI SOTTO","PIAZZA DEL VOLONTARIATO"
"VIA DEL","DEL","VOLONTARIATO","3 - B","TUTTI","SANTA CROCE SULL'ARNO","VIA DEL VOLONTARIATO"
"VIA","","VOLTA ALESSANDRO","5 - A","TUTTI","CASTELFRANCO DI SOTTO","VIA  VOLTA ALESSANDRO"
"VIA","","VOLTA ALESSANDRO","18 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  VOLTA ALESSANDRO"
"VIA","","VOLTA ALESSANDRO","22","TUTTI","SAN MINIATO","VIA  VOLTA ALESSANDRO"
"VIA","","VOLTA ALESSANDRO","2 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  VOLTA ALESSANDRO"
"VIA","","VOLTA ALESSANDRO","17 - B","TUTTI","SANTA MARIA A MONTE","VIA  VOLTA ALESSANDRO"
"VIA","","VOLTERRANA","14 - A","TUTTI","SAN MINIATO","VIA  VOLTERRANA"
"VIA","","VOLTERRANI","19 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  VOLTERRANI"
"VIA","","ZARA","14 - A","TUTTI","SAN MINIATO","VIA  ZARA"
